model_name,dataset,method,kv_budget,acc,num_samples,empty_samples,timeout_samples,fraction,max_new_tokens,num_return_sequences,temperature,top_p,seed,use_chat_template,compression_content,generate_seconds,generation_rows,stop_on_repetition,trim_incomplete_boxed,pct_stopped_on_repetition,pct_trimmed_boxed,pct_hit_max_new_tokens,mean_output_tokens,status,tag,run_dir
,,,,,,,,,,,,,,,,,,,,,,,,FAILED_GENERATION rc=2,,Qwen3-4B/gsm8k/snapkv/b256 512-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mnt8192-n1-t0.6-p0.95-frac1.0-bs128-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,1024,71.9,1319,27,0,1.0,4096,1,0.6,0.95,42,True,all,5811,1319,False,False,0.0,0.0,23.4,1493,DONE,b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt0.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt0.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,1024,71.3,1319,38,0,1.0,4096,1,0.6,0.95,42,True,all,5812,1319,False,False,0.0,0.0,22.2,1465,DONE,b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,1024,71.9,1319,37,0,1.0,4096,1,0.6,0.95,42,True,all,5860,1319,False,False,0.0,0.0,20.9,1436,DONE,b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.25-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.25-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,1024,72.1,1319,33,0,1.0,4096,1,0.6,0.95,42,True,all,5814,1319,False,False,0.0,0.0,20.3,1423,DONE,b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.5-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b1024-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.5-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,256,39.0,1319,160,0,1.0,4096,1,0.6,0.95,42,True,all,2700,1319,False,False,0.0,0.0,91.9,3796,DONE,b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt0.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt0.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,256,39.4,1319,185,0,1.0,4096,1,0.6,0.95,42,True,all,2701,1319,False,False,0.0,0.0,92.6,3823,DONE,b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,256,40.4,1319,188,0,1.0,4096,1,0.6,0.95,42,True,all,2695,1319,False,False,0.0,0.0,89.8,3724,DONE,b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.25-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.25-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,256,40.0,1319,191,0,1.0,4096,1,0.6,0.95,42,True,all,2686,1319,False,False,0.0,0.0,86.3,3604,DONE,b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.5-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b256-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt1.5-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
Qwen3-0.6B,gsm8k,covariance_merge,512,63.8,1319,62,0,1.0,4096,1,0.6,0.95,42,True,all,3794,1319,False,False,0.0,0.0,45.6,2170,DONE,b512-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt0.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42,Qwen3-0.6B/gsm8k/covariance_merge/b512-w8-ft4-lam0.1-rr0.2-last-generated_length32-ccall-mt0.0-H64-P128-mnt4096-n1-t0.6-p0.95-frac1.0-bs256-eager-chat-think-seed42
